Day,Month,Year,Humidity,Max Temperature,Min Temperature,Rainfall,Sea Level Pressure,Sunshine,Wind Speed,Cloud
2,10,2016,52,68.3,37.2,0,29.8235,11.43,1.5,0
3,10,2016,54.5,62.9,32.4,0,29.576,10.29,6.1,0
4,10,2016,35,51.3,34.1,0,29.6105,6.29,9.5,1
5,10,2016,39,55.1,36.5,0,29.7835,4.75,7.5,0
6,10,2016,61,48.2,27.9,0.08,30.0255,8.87,2.4,0
7,10,2016,41.5,58,26.7,0,30.2255,7.73,5,1
8,10,2016,35.5,67.4,27.8,0,30.0865,8.03,3,0
9,10,2016,39.5,70.7,29.1,0,30.009,9.16,2.6,1
10,10,2016,46,67.1,39.3,0,29.804,7.3,5.9,1
11,10,2016,63.5,61.3,39.5,0.16,29.847,4.11,3.8,1
12,10,2016,57.5,62.3,30.7,0.04,30.022,8.87,3.2,1
13,10,2016,44,69.9,30,0,29.969,5.13,3.2,0
14,10,2016,20.5,71.5,55.3,0,29.6225,9.22,9.1,1
15,10,2016,31.5,72.1,42.1,0,29.556,11.15,9.3,1
16,10,2016,30.5,70.1,42.9,0,29.468,5.72,7.3,0
17,10,2016,40.5,59.9,40,0,29.3945,5.31,7.5,1
18,10,2016,57,54.1,36.6,0.05,29.7825,8.3,4.7,1
19,10,2016,56,47.4,32.5,0.02,30.122,11.62,5.9,1
20,10,2016,36.5,58,18.1,0,30.2855,9.04,3.1,0
21,10,2016,25,66.4,31.8,0,29.9385,8.22,5.3,1
22,10,2016,30.5,70.8,27,0,29.78,7.52,5.4,0
23,10,2016,38,68.4,27,0,30.0985,10.75,2,0
24,10,2016,37.5,67.6,33.5,0,30.0685,4.43,3.4,1
25,10,2016,43,61.3,35.8,0,29.876,7.07,5.3,0
26,10,2016,37,65,35.9,0,30.0385,5.49,5.7,1
27,10,2016,25,70.8,45.4,0,29.9,11.44,5.5,0
28,10,2016,35,68.1,51.6,0,29.7195,11.72,6.5,0
29,10,2016,50.5,64,38.3,0,29.8285,7.89,6,0
30,10,2016,54.5,62.7,34.6,0,29.8155,7.19,1.8,1
31,10,2016,32.5,63.6,50.1,0,29.503,9.43,11.5,0
1,11,2016,51,60.2,37.9,0.03,29.711,8.07,3,1
2,11,2016,61.5,54.8,27.8,0,30.044,9.07,0.9,1
3,11,2016,49.5,62.9,19.9,0.01,30.377,5.63,0.8,0
4,11,2016,39,65.8,18.9,0,30.391,6.56,0.9,0
5,11,2016,49.5,62.1,26.2,0,30.11,6.61,0.9,0
6,11,2016,54,58.9,27.9,0,29.929,5.32,6.8,0
7,11,2016,50.5,56.5,24.8,0,30.1585,10.47,4.1,0
8,11,2016,52.5,59.8,19.4,0,30.5325,6.47,0.9,0
9,11,2016,42.5,68.9,21.4,0,30.343,4.6,0.9,0
10,11,2016,43.5,60.5,25.1,0,30.333,8.89,1.9,1
11,11,2016,57.5,52.2,20.8,0,30.4165,5.91,1.1,1
12,11,2016,52.5,59.3,22.9,0,30.134,6.83,5.4,0
13,11,2016,37,52.1,43.8,0,29.9605,7.4,10.3,0
14,11,2016,29.5,61.6,43.5,0,29.926,7.25,10.9,0
15,11,2016,25,66.4,42.8,0,29.773,7.44,10,0
16,11,2016,28.5,64.9,36.3,0,29.4075,10.77,12.5,0
17,11,2016,68,36.2,18.1,0,29.7925,11.72,3.1,1
18,11,2016,52.5,35.8,10,0.08,30.4115,11.82,3.8,1
19,11,2016,50,53.6,9.9,0,30.2035,5.2,9.7,1
20,11,2016,50,56.7,29.4,0,29.9515,5.66,4.9,1
21,11,2016,58.5,54.1,26.1,0.01,29.7135,6.79,2.9,1
22,11,2016,62,44.3,25,0.02,29.818,5.84,3.1,1
23,11,2016,47,48,15.2,0,30.027,5.71,7,0
24,11,2016,50.5,38.7,27,0,30.076,8.88,12.2,1
25,11,2016,20,50.4,24.1,0,30.2395,8.51,5,0
26,11,2016,21,55,21.9,0,30.014,9.08,4.3,0
27,11,2016,58,39.5,23.8,0,29.433,10.26,12.2,0
28,11,2016,40.5,32.2,23,0,29.404,8.13,9.8,1
29,11,2016,39.5,25.6,20.6,0,29.758,6.26,10.8,1
30,11,2016,34,28.2,12.4,0,29.9065,8.38,11.1,1
1,12,2016,42.5,35.2,14.4,0,30.051,10.1,3.1,1
2,12,2016,69,25.1,7,0,30.2575,9.55,1,1
3,12,2016,52,30.4,4.8,0,30.1895,6.36,8.2,1
4,12,2016,35,40.3,21.1,0,29.873,5,16.4,0
5,12,2016,48,38.5,3.9,0.01,29.6545,8.64,5.8,0
6,12,2016,48.5,24.4,8.3,0,30.046,4.08,3.4,1
7,12,2016,72,10,-16.6,0,30.4615,5.36,1.9,1
8,12,2016,61,28,-18.4,0.08,30.598,9.85,3.4,0
9,12,2016,54,40.5,27.3,0.03,30.0405,6.57,12.8,0
10,12,2016,51.5,46.8,36.9,0,29.6965,8.73,14.5,0
11,12,2016,61,37.3,26.9,0.03,29.733,4.18,6.9,0
12,12,2016,30.5,37.5,25.4,0,29.826,8.13,9.2,1
13,12,2016,31.5,33.7,21.6,0,29.9985,4.77,10.7,1
14,12,2016,56.5,32.1,15.6,0,30.095,4.44,4.7,1
15,12,2016,58.5,48.8,18.4,0.02,29.746,6.24,17.6,0
16,12,2016,64.5,43.9,0.9,0.01,29.3805,6.3,11.2,0
17,12,2016,60.5,10.2,-11.2,0.12,30.0765,9.75,4.7,1
18,12,2016,39,21.9,10,0.01,30.384,10.53,13.9,1
19,12,2016,30,36.1,19.2,0,30.288,10.07,13.1,0
20,12,2016,33,45.1,34.9,0,30.0085,6.65,12.3,1
21,12,2016,51.5,43.3,19.2,0,30.059,9.94,10.1,0
22,12,2016,63.5,40.2,15.4,0.02,30.13,7.46,0.5,1
23,12,2016,55.5,41.3,19.1,0,29.8015,10.36,6.2,1
24,12,2016,44.5,52.6,18.6,0,29.6665,7.73,4.4,1
25,12,2016,55.5,31,18.6,0,29.534,9.62,14.5,0
26,12,2016,31.5,28.5,21.1,0,30.025,7.47,16.1,1
27,12,2016,31,43.1,22.3,0,30.038,7.76,16.5,0
28,12,2016,59,34.1,25.8,0,30.0815,5.27,8.4,1
29,12,2016,26,44.1,27.3,0,30.2275,7,7.9,0
30,12,2016,20,50.1,34.1,0,29.8025,10.33,12.7,1
31,12,2016,35,42.6,23.6,0,29.6555,9.71,9.8,1
1,1,2017,36.5,37,29.7,0,29.565,10.07,9.8,1
2,1,2017,59.5,35,12.1,0.01,29.745,5.81,7.2,1
3,1,2017,78.5,23.9,10.7,0,30.1565,11.42,1,0
4,1,2017,76.5,25.6,-2.2,0,29.95,6.16,3.8,0
5,1,2017,70.5,3.7,-12.8,0,30.2905,5.96,1.2,1
6,1,2017,51.5,18.7,-23.9,0.08,30.574,11.76,6.5,1
7,1,2017,37.5,35.9,11.9,0.09,30.2905,7.83,9.3,0
8,1,2017,54,43.1,29.4,0.01,29.951,11.14,17.4,0
9,1,2017,73.5,43.6,27.8,0.25,29.654,11.22,7.8,0
10,1,2017,61,33.7,23,0.02,29.688,4.58,7.4,1
11,1,2017,76,33.7,26,0.06,29.6475,8.61,3.8,0
12,1,2017,66,34.4,17.5,0.05,30.024,7.9,2.3,0
13,1,2017,68,41.2,17.5,0.12,30.2835,5.35,2.8,1
14,1,2017,63.5,43.8,13.8,0.02,30.4245,11.86,0.8,0
15,1,2017,70,40.3,10.5,0,30.1895,11.97,0.7,0
16,1,2017,80,30.1,15.9,0.06,30.0555,7.44,1,1
17,1,2017,53.5,48.5,0.9,0.08,30.2365,5.08,0.4,1
18,1,2017,48.5,57,5.2,0.01,29.9655,8.36,1.3,0
19,1,2017,34,48.2,33.4,0,29.511,5.62,10,0
20,1,2017,52.5,38.7,27,0,29.358,4.45,6.5,1
21,1,2017,55,41.5,12.6,0,29.5245,7.23,2.3,0
22,1,2017,38,32.9,23.3,0,29.8655,7.31,8.5,1
23,1,2017,66,37.3,25.8,0.02,29.609,7.75,3.3,0
24,1,2017,57.5,31.6,10.4,0.03,29.7255,8.35,3.4,0
25,1,2017,55,23.9,6.5,0,30.0955,9.45,5.8,1
26,1,2017,59.5,18.8,3,0,30.386,4.68,7.7,1
27,1,2017,36,38.3,1.3,0,30.4635,10.5,6.1,1
28,1,2017,31,35.8,20.1,0,30.355,5.53,11.5,1
29,1,2017,30.5,45.7,30.7,0,30.265,11.63,9.5,1
30,1,2017,30,45.8,35.3,0,29.973,5.29,14.1,1
31,1,2017,25.5,48.8,36.7,0,29.73,10.35,12.4,0
1,2,2017,51.5,50.8,14.8,0,29.9555,10.24,7.3,0
2,2,2017,72.5,34.9,12.1,0,30.227,11.57,5.7,0
9,2,2017,54,54.4,42.9,0,29.683,10.86,11.4,0
10,2,2017,51.5,58.9,42.8,0,29.5335,4.01,20,1
11,2,2017,54,47.4,31.8,0.05,29.866,4.14,6.8,0
12,2,2017,58.5,43.6,23.2,0,30.11,5.01,1.7,0
13,2,2017,55,44.6,21.1,0,30.168,8.61,1.8,0
14,2,2017,51.5,43.5,12.4,0,30.331,11.66,1.4,0
15,2,2017,38,56.3,20.8,0,30.0235,6.24,11.4,1
16,2,2017,11.5,61.3,41.2,0,29.6395,9.34,10.2,1
17,2,2017,34.5,57.2,27.8,0,29.5735,7.72,7,0
18,2,2017,49.5,53.8,27.8,0,29.646,4.27,1.7,0
19,2,2017,53.5,53.1,23.3,0,29.6315,5.63,3.3,0
20,2,2017,32.5,47.6,33.2,0,29.776,10.69,13.5,1
21,2,2017,39,53.5,39.3,0,29.8555,6.55,12.2,0
22,2,2017,53.5,51,28.5,0,29.6285,6.46,6.8,1
23,2,2017,75.5,28.5,8.6,0,29.76,9.08,3.4,1
24,2,2017,73,18.4,-4.8,0.01,30.202,10.41,0.8,1
25,2,2017,57,19.9,-4.8,0,30.152,7.61,10,1
26,2,2017,34,26.6,14,0,29.886,11.14,10.5,0
27,2,2017,53,36.6,23.2,0.01,29.672,8.53,9.8,0
28,2,2017,56.5,32.1,17,0,29.8395,8.01,6.7,0
1,3,2017,35,31.9,15.9,0,30.2055,10.8,16.3,0
2,3,2017,32,39.2,22.5,0,30.3825,10.26,8.9,1
3,3,2017,34,49.8,22.4,0,30.163,6.49,7,1
4,3,2017,33.5,53.1,22.4,0,29.866,10.57,10.5,0
5,3,2017,24,53.3,40.3,0,29.406,4.03,9.1,1
6,3,2017,47.5,41.9,16.2,0,29.611,9.03,10.2,0
7,3,2017,32.5,36.9,18.1,0,30.1225,9.55,16.9,1
8,3,2017,37.5,51.4,31,0,30.01,9.21,14.9,1
9,3,2017,42,58,28.8,0,30.008,10.97,13.9,1
10,3,2017,47.5,61.2,24.4,0,29.9765,5.93,6.5,1
11,3,2017,60,45.2,28.7,0,30.017,7.48,3,1
12,3,2017,53,48.9,27.8,0,29.9675,11.38,10,0
13,3,2017,55,48.3,21.8,0,30.0665,8.48,10.2,0
14,3,2017,27.5,59.5,44.2,0,29.8635,4.39,11.6,1
15,3,2017,29,66.9,33.8,0,29.8765,8.99,6.1,1
16,3,2017,34,64.8,30.1,0,29.7985,7.33,7.1,1
17,3,2017,43.5,63.1,32.2,0,29.956,7.47,4.5,1
18,3,2017,46,67.6,27.9,0,29.997,4.71,5.8,1
19,3,2017,31.5,69.6,39.3,0,29.836,6.57,6,0
20,3,2017,31,65,38.6,0,29.8975,11.56,4.9,1
21,3,2017,50.5,62.7,28.5,0,29.9725,7.53,3,0
22,3,2017,50,64.8,31.2,0,29.714,5.29,8.6,1
23,3,2017,43,62.9,35.8,0,29.441,6.81,6.1,0
24,3,2017,47,53.9,25.4,0,29.818,6.03,7.4,1
25,3,2017,52,58.1,23.3,0.04,29.833,5.11,3.9,0
26,3,2017,74,45.4,32.2,0.14,29.753,11.04,2,1
27,3,2017,67.5,50.5,26,0.06,29.769,5.14,1.9,1
28,3,2017,88.5,37.8,30.1,0.44,29.871,8.27,1.1,0
29,3,2017,55.5,54.8,28.1,0.18,29.978,7.92,1.4,0
30,3,2017,53.5,56,34,0.04,29.66,7.59,7.5,0
31,3,2017,87,40.3,27.3,0.12,29.757,9.06,3.1,1
5,4,2017,65,40.1,32.1,0.02,30.0545,8.26,7,1
6,4,2017,49.5,55.6,28.1,0,30.0175,11.77,3.7,0
7,4,2017,49.5,65.8,28.4,0,29.406,6.39,5.8,1
8,4,2017,33.5,62.4,28.4,0,29.4075,8.28,10.9,0
9,4,2017,53.5,48,29.5,0.06,29.6355,7.65,12.8,0
10,4,2017,34,51.5,28.2,0,29.993,9.06,11.5,1
11,4,2017,39,57.2,22.9,0,30.006,7.89,3.7,0
12,4,2017,38,65.5,22.9,0,29.9465,7.47,3.7,0
13,4,2017,50.5,66.4,25.4,0,29.8025,5.32,2.2,0
14,4,2017,32.5,68.9,25.4,0,29.4785,9.41,7.9,0
15,4,2017,41,61.6,27,0,29.756,4.06,5.7,1
16,4,2017,43,64.1,24.7,0,28.82,5.88,2.2,0
17,4,2017,42.5,65.8,26,0,29.8245,7.35,5.8,0
18,4,2017,43.5,67.9,33.7,0,29.7135,8.6,2.8,0
19,4,2017,53.5,56.7,34.9,0.09,29.735,9.24,9.3,1
20,4,2017,45.5,50.7,25.7,0.14,30.0145,8.92,2.4,1
21,4,2017,64.5,45.8,30.7,0.27,29.959,6.13,3.5,1
22,4,2017,69.5,47.7,28.7,0.2,30.183,10.8,1.7,1
23,4,2017,50.5,68.1,27.2,0,29.723,4.65,6.2,1
24,4,2017,55,56,34,0.12,29.373,9.58,9.5,1
25,4,2017,58,48.8,30.7,0.02,29.518,8.73,8.7,0
6,5,2017,39.5,76,34.2,-0.92,29.653,7.24,3.6,0
7,5,2017,51,71.5,44.1,0.27,29.569,9.88,3.4,0
8,5,2017,66,63.4,34.1,0.38,29.7995,9.21,3.1,0
9,5,2017,73.5,59.5,39.6,0.02,29.7775,9.81,2,1
10,5,2017,79.5,47.6,40.1,0.78,29.8455,11.24,1.5,0
11,5,2017,72,58.4,34.9,0.07,30.0055,5.69,1.6,1
12,5,2017,56.5,67.4,31.9,0.02,29.8075,9.75,2,1
13,5,2017,45,73.2,40.2,0,29.441,6.18,3.9,1
14,5,2017,47,60.4,37,0,29.5925,5.5,2.1,1
15,5,2017,41,67.6,32,0,29.5365,7.8,3.8,0
16,5,2017,45.5,60.1,34.4,0,29.3855,4.79,6.1,0
17,5,2017,54.5,60.5,28.7,0.19,29.51,11.62,5.3,0
18,5,2017,91.5,33.2,27.2,0.13,29.849,7.96,0,0
22,5,2017,42,37.3,27,0,30.1975,7.37,4,0
23,5,2017,50,52.8,32,0,30.106,4.62,2.3,1
24,5,2017,48,72.8,32.5,0,29.5745,7.49,9.7,1
25,5,2017,57,62,41.5,0,29.39,9.12,6.2,0
26,5,2017,71,59.3,33.7,0.11,29.742,6.67,3.8,0
2,6,2017,52.5,66.3,46.1,-1.84,29.774,6.65,6.5,0
3,6,2017,56.5,68.1,34.7,0.14,29.9255,4.51,2.7,0
4,6,2017,57.5,73.5,35,0,29.8305,7.07,2.3,0
5,6,2017,59.5,69.1,40.8,0.17,29.8145,9.52,2.5,0
6,6,2017,63.5,67.9,43.5,0,29.944,5.22,1.9,1
7,6,2017,62.5,72.8,38.6,0.17,29.9195,7.81,2.6,0
8,6,2017,59.5,75.6,39.1,0,29.755,9.85,2.2,1
9,6,2017,46,79.6,43.9,0,29.4375,11.37,7.3,0
10,6,2017,40.5,80.3,53.3,0,29.268,4.9,7.8,0
11,6,2017,43,72.7,52.5,0,29.3835,6.78,4.8,0
12,6,2017,48.5,77.6,45.1,0.02,29.438,8.44,3.8,0
13,6,2017,21.5,65,52,0,29.4705,8.77,9.9,1
14,6,2017,30,75.4,48.8,0,29.6835,8.24,7.1,0
15,6,2017,39.5,80.5,14.2,0,29.7425,10.8,2.7,1
16,6,2017,41.5,82.4,40.8,0,29.5855,6.18,5.3,0
17,6,2017,50,77.4,51,0,29.561,11.23,5.7,1
18,6,2017,48.5,79.8,23.6,0,29.747,6.27,3.9,1
19,6,2017,58.5,75.4,40.3,0,29.8555,4.49,2.1,1
20,6,2017,47,89.3,42.5,0,29.7405,8.93,4,1
21,6,2017,25,87.2,61.5,0,29.5125,10.24,6.3,0
22,6,2017,44,81.1,53.6,0,29.526,9.07,3.9,0
23,6,2017,72,57.6,42.8,0.05,29.888,6.44,3.6,0
24,6,2017,68,64,37.8,0,30.0525,8.83,2.3,1
25,6,2017,65.5,68.4,42.3,0,30.023,7.84,2.7,1
26,6,2017,55,77.2,37.8,0,29.8955,6.19,2.3,1
27,6,2017,45.5,83.6,43.1,0,29.549,7.67,4.8,1
28,6,2017,50.5,89.3,14.2,0,29.6805,8.29,4.1,1
29,6,2017,50.5,89.3,14.2,0.07,29.65,4.95,4.1,0
30,6,2017,50.5,89.3,14.2,0.03,29.6495,6.97,4.1,1
1,7,2017,53.5,76.5,37.9,2.75,29.852,6.02,2.2,0
2,7,2017,40.5,83.2,39.8,0,29.78,5.65,3.1,0
3,7,2017,39,78.3,48.3,0,29.7355,9.46,4.9,0
4,7,2017,41.5,81.6,47.7,0.04,29.821,10.49,2.4,1
5,7,2017,44.5,86.1,41.3,0,29.9115,6.9,2.2,1
6,7,2017,36.5,86.3,46.8,0.01,29.904,5.5,2.1,0
7,7,2017,52.5,83.4,44.9,0.39,30.017,7.09,1.8,0
8,7,2017,63,74.4,45.8,0.1,29.974,9.94,1.3,1
9,7,2017,52.5,83.6,44.5,0.06,29.868,9.62,1.6,0
10,7,2017,53.5,84.7,47.6,0.02,29.74,6.39,2.3,0
11,7,2017,55.5,81.4,54.4,0.05,29.6105,8.8,4.2,0
12,7,2017,63,69.4,54.4,0.01,29.743,9.38,1.4,0
13,7,2017,58,76.7,45.4,0,29.9185,10.47,2,0
14,7,2017,54,81.1,45.4,0,29.9155,4.3,2.4,1
15,7,2017,56,78.1,47.6,0,29.9345,10.67,2.5,0
16,7,2017,56.5,80.7,43.2,0,29.8085,7.89,2.5,1
17,7,2017,49.5,84.3,47.7,0.01,29.675,5.87,1.7,0
18,7,2017,49,81.8,49.9,0,29.726,7.52,3.1,1
19,7,2017,46.5,87.6,50.2,0.05,29.7905,9.39,3.6,1
20,7,2017,54.5,83.4,54.8,0,29.791,11.68,2.8,0
21,7,2017,56.5,82.6,55,0.93,29.757,7.73,3.3,1
22,7,2017,62,77,48.6,0.2,29.83,9.72,1.4,0
23,7,2017,59,80.1,46.1,0,29.8055,5.89,1.8,0
24,7,2017,49.5,84.7,48,0.03,29.682,9.08,2.2,0
25,7,2017,59.5,79.4,51.9,0.06,29.693,7.87,1.7,0
26,7,2017,76.5,71.1,53.1,0.26,29.846,6.11,1.3,1
27,7,2017,74,74.9,50.4,0.08,29.8335,6.26,0.1,0
28,7,2017,57.5,80.3,48.3,0.05,29.765,11.37,0,1
29,7,2017,64,72,54.7,0.02,29.821,9.2,0,0
30,7,2017,66.5,75.3,50.1,0,29.9045,9.44,0,0
31,7,2017,58,79.6,44.3,0,29.96,10.83,0,0
1,8,2017,55.5,75.8,44.9,0,29.989,6.01,0,0
2,8,2017,50.5,80.3,41.6,0.02,29.913,11.29,0,1
3,8,2017,74,59.6,50.4,0.2,29.9795,11.04,0,1
4,8,2017,54,84.1,46.2,0.02,29.77,8,2.7,1
5,8,2017,57,79.4,46.5,0.2,29.6335,11.51,7.1,1
6,8,2017,78,65.3,42.9,0.05,29.8485,8.83,1.9,1
7,8,2017,88.5,55.3,46.4,0.49,29.9535,10.54,1.4,0
8,8,2017,73.5,65.6,43.5,0.08,29.999,9.04,1.5,0
9,8,2017,72,65.8,43.6,0.21,29.987,11.12,1.8,0
10,8,2017,73,67.6,45.2,0.02,29.999,5.49,2.6,0
11,8,2017,68,71.1,41.3,0,29.975,4.42,1.8,0
12,8,2017,58,73.5,44.6,0,29.7675,9.46,5.2,1
13,8,2017,55,75.8,46.1,0.01,29.73,6.8,3.9,0
14,8,2017,54.5,78.5,46.8,0.03,29.654,5.84,3.4,1
15,8,2017,55.5,74.9,45.2,0.04,29.6025,4.94,3.7,0
16,8,2017,63.5,64.3,44.2,0.07,29.774,7.49,2.8,1
17,8,2017,55.5,78.1,38.2,0,29.9245,9.23,2.7,0
18,8,2017,45.5,80.5,42.3,0,29.857,5.17,1.7,1
19,8,2017,44.5,86.5,41.8,0,29.773,10.61,2.9,1
20,8,2017,42,79,50.1,0.05,29.737,4.12,2.3,1
21,8,2017,51,80.5,42.5,0,29.8495,10.89,2.2,1
22,8,2017,66,73.9,40.9,0.01,29.978,10.37,2.2,1
23,8,2017,46,78.3,48.5,0,29.8415,5.62,2.7,0
24,8,2017,53,77.6,41.9,0.01,29.7965,4.8,1.6,0
25,8,2017,49,78.1,41.3,0,29.799,11.86,2.3,0
26,8,2017,44.5,84.5,42.5,0,29.918,5.11,2.1,1
27,8,2017,45.5,77.2,43.5,0,29.9565,5.71,1.9,1
28,8,2017,51.5,82.6,40.3,0,29.961,6.11,1.7,1
29,8,2017,49,81.6,41.1,0.14,29.944,8.29,2,0
30,8,2017,50.5,77.9,42.1,0,29.898,7.18,1.7,0
31,8,2017,55,78.3,44.5,0.35,29.8545,4.29,2.6,1
1,9,2017,56,78.1,47.3,0.02,29.8485,7.13,3,1
2,9,2017,54.5,79.2,40.3,0,30.005,5.13,1.3,1
3,9,2017,45.5,88.6,42.9,0,29.9355,10.92,1.8,0
4,9,2017,38,85.9,41.5,0,29.944,5.08,2.8,0
5,9,2017,61,64.7,41.3,0,30.0545,6.43,2.7,0
6,9,2017,60.5,72.8,34.1,0,30.0405,4.3,1.6,1
7,9,2017,53.5,76.1,37.6,0,29.893,10.49,1.7,1
8,9,2017,49.5,77.6,39.1,0.02,29.9075,8.26,2.8,1
9,9,2017,53,82,43.6,0.04,29.899,7.77,2.9,1
10,9,2017,52,78.6,44.3,0.01,29.9405,7.1,2.3,1
11,9,2017,57.5,77.6,46.2,0.01,30.0055,7.93,1.2,1
12,9,2017,53,81.1,41.6,0,29.8125,6.57,1.8,0
13,9,2017,39.5,79.6,51.1,0,29.5775,10.65,4,1
14,9,2017,44,75.4,47.6,0.01,29.569,10.59,3.7,0
15,9,2017,43.5,71.5,48,0.02,29.558,10.51,8.1,0
16,9,2017,50.5,64.2,39.2,0.01,29.81,5.16,6.6,0
17,9,2017,56,68.3,30.9,0,29.9895,8.96,2.4,0
18,9,2017,52.5,72,33.2,0,29.7655,9.78,4,1
19,9,2017,26,72.1,53.5,0,29.3575,6.08,8.9,0
20,9,2017,39,72.5,39.9,0,29.5675,11.23,6.6,0
21,9,2017,39,78.6,35,0,29.471,10.5,4.9,1
22,9,2017,46,71.6,33.5,0,29.56,8.95,2.8,1
23,9,2017,69.5,58.9,35.8,0.22,29.733,5.89,2.2,0
24,9,2017,84.5,45.1,33.8,0.33,29.864,8.34,1.6,0
25,9,2017,74,51.1,28.8,0,30.014,10.28,1.6,0
26,9,2017,69.5,53.5,31.3,0,30.077,7.62,1.7,1
27,9,2017,83.5,47,42.1,0,30.1405,5,1,1
28,9,2017,84.5,47.3,40.6,0.18,30.1645,11.52,1.1,0
29,9,2017,76.5,56.5,33.5,0.05,30.102,6.43,1.6,0
30,9,2017,58,62.9,35.2,0,29.8275,10.68,4.8,0
1,10,2017,62,58,38.3,0.25,29.591,4.49,4.5,1
2,10,2017,78,38.8,31.8,0.29,29.8015,5.56,2.2,1
3,10,2017,78.5,44.1,27.2,0.05,30.152,6.78,1.9,1
4,10,2017,68,65.6,29.1,0.01,30.159,11.63,1.4,0
5,10,2017,65,61.6,33.1,0,30.0165,11.51,1.3,0
6,10,2017,57.5,54.7,28.1,0,29.816,6.55,7.9,1
7,10,2017,29.5,68.6,42.3,0,29.618,4.7,13.5,0
8,10,2017,53,67.3,30.9,0.07,29.512,4.88,6.7,1
9,10,2017,89.5,32.1,20.5,0.21,30.1305,7.67,2.5,1
10,10,2017,65,52,12.8,0.03,30.3735,4.11,0.4,1
11,10,2017,49.5,67.6,26.3,0,29.8965,7.83,7.2,0
12,10,2017,39.5,67.4,37.2,0,29.7285,11.23,6,1
13,10,2017,49.5,62.3,25.6,0,29.9875,9.87,4.4,0
14,10,2017,52.5,48.2,28.1,0,29.945,10.65,7.9,1
15,10,2017,35,62.1,29.5,0,30.2625,4.79,6.3,0
16,10,2017,31,71.3,28.5,0,30.103,11.07,4.6,1
17,10,2017,18,69.6,37.5,0,29.9535,6.2,6.3,0
18,10,2017,28,68.8,31.8,0,29.899,11.36,4.6,0
19,10,2017,39,72.5,24.7,0,29.898,4.53,1.9,1
20,10,2017,32.5,66.1,40.9,0,29.4195,10.41,7.8,1
21,10,2017,44,47.9,29.1,0,29.7175,10.27,11.4,0
22,10,2017,28,58.9,37.6,0,30.0115,8.22,17.3,1
23,10,2017,50,55.7,29.1,0,30.1245,5.55,10,1
24,10,2017,49,64,20.5,0,30.368,8.42,4.5,0
25,10,2017,26.5,72.7,31.9,0,29.8445,8.96,7.1,1
26,10,2017,52,54.2,23.8,0.03,29.8575,9.8,5.3,0
27,10,2017,73.5,37.3,12.9,0.03,30.311,5.15,2.4,0
28,10,2017,51.5,56.5,30.4,0.01,30.0125,6.29,6.1,1
29,10,2017,52.5,61.8,32.9,0,29.758,10.67,9,1
30,10,2017,79.5,32.9,22.4,0,30.0695,9.16,2,0
31,10,2017,53,49.9,22.4,0.03,29.7205,10.91,11.1,0
1,11,2017,25.5,59.3,44.6,0,29.3255,4.12,19.9,1
2,11,2017,55.5,60.7,26.4,0,29.7375,8.37,7.1,0
3,11,2017,54,60.1,26,0,29.7415,6.14,11.2,1
4,11,2017,61,50.4,37,0.13,29.649,8.64,3.7,1
5,11,2017,70,48.5,29.7,0.21,29.82,11.07,3.2,0
6,11,2017,61,49.5,28.8,0.01,29.8975,9.78,6.2,0
7,11,2017,84,32.1,15.2,0.24,30.213,9.77,0.9,1
8,11,2017,52.5,50.4,4.3,0.2,30.2905,6.61,1.7,1
9,11,2017,46,52.8,14.1,0,30.0765,8.68,3.6,1
10,11,2017,44.5,55.1,29.5,0,29.8205,9.14,7.5,1
11,11,2017,47.5,49.5,27.3,0,29.966,8.19,6.6,0
12,11,2017,50,56.5,18,0,30.201,9.76,2.9,0
13,11,2017,38,59.8,32.8,0,30.0045,5.92,5.3,0
14,11,2017,26.5,58.9,40.9,0,29.7985,7.81,10.3,1
15,11,2017,43,53.5,24.4,0,30.013,4.08,6.5,1
16,11,2017,29,59.8,45.8,0,29.641,5.56,12.2,0
17,11,2017,56.5,51.1,26.1,0.04,29.577,7.47,6.3,0
18,11,2017,42.5,37.5,22.4,0,30.0905,9.46,11.8,1
19,11,2017,21,49.9,29.3,0,30.003,11.15,11.2,1
20,11,2017,26.5,51.7,39.2,0,29.6985,11.08,18.5,0
21,11,2017,61,46.2,30.6,0.01,30.019,7.83,6.8,0
22,11,2017,47,55.7,43.5,0,30.115,7.12,11.8,0
23,11,2017,39,59.9,45.5,0,29.85,5.09,9.5,1
24,11,2017,45,59.6,40.5,0,29.669,4.19,11.4,0
25,11,2017,28,56,42.5,0,29.9415,6.49,9.5,0
26,11,2017,29,63.5,42.2,0,29.8775,5.73,6.3,0
27,11,2017,23,66,37.8,0,29.516,5.84,6.7,1
28,11,2017,60,41.1,19.5,0,29.963,7.39,2,0
29,11,2017,53.5,55,19.4,0,30.0285,5.96,10.2,1
30,11,2017,49,52.6,15.9,0,30.0655,11.35,6.7,1
1,12,2017,45,52,28.8,0,29.8965,9.69,10.1,1
2,12,2017,46.5,55.1,26.1,0,29.8985,8.17,8.4,0
3,12,2017,52,55.9,33.2,0,29.5465,4.69,9.7,1
4,12,2017,56,33.5,20.3,0,29.8285,6.16,8.3,1
5,12,2017,30.5,42.8,20,0,30.2575,10.02,9.8,0
6,12,2017,38,29,15.7,0,30.4225,8.31,5.2,0
