Day,Month,Year,Humidity,Max Temperature,Min Temperature,Rainfall,Sea Level Pressure,Sunshine,Wind Speed,Cloud
7,12,2017,33,36.2,14.6,0,30.4075,4.89,5.6,1
8,12,2017,24.5,45.8,33.8,0,30.186,5.66,10,1
9,12,2017,14,49.6,33.7,0,30.248,11.21,9.4,1
10,12,2017,14,52,26,0,30.319,4.36,8.8,1
11,12,2017,21,53.9,26.3,0,30.259,7.26,17.4,1
12,12,2017,27.5,59.5,23.5,0,30.1125,10.02,17.3,0
13,12,2017,47.5,50.8,26.6,0,29.9135,10.09,10.7,1
14,12,2017,55,34,15.6,0.1,30.219,9.89,0.1,1
15,12,2017,20,48.9,30.3,0,29.935,5.77,12.4,1
16,12,2017,44.5,43.5,24.5,0,29.757,10.11,0,0
17,12,2017,53,41.8,20.6,0,29.9505,8.05,2.4,1
18,12,2017,33.5,45.1,32.7,0,29.8915,5.51,3.8,1
19,12,2017,36,51.4,29.4,0,29.898,6.91,0,1
20,12,2017,33,51.6,26.4,0,29.647,9.55,2.7,1
21,12,2017,63.5,32.2,1.7,0.01,29.9405,11.24,0.1,0
22,12,2017,58.5,32.2,1.7,0,30.1625,11.24,0.3,1
23,12,2017,64,31.3,7.4,0,30.008,11.39,0,0
24,12,2017,45.5,30.4,6,0,30.165,6.77,0,0
25,12,2017,60.5,35.9,27.5,0,29.9065,8.94,0,0
26,12,2017,52,39.2,26.6,0,30.034,7.88,0,1
27,12,2017,30.5,39.3,30.9,0,30.057,4.68,0,1
28,12,2017,22,44.3,36,0,29.9415,10.29,0,1
29,12,2017,16.5,53.3,39.2,0,29.7895,4.19,0,1
30,12,2017,39.5,54.5,19.1,0,29.784,7.4,0,1
31,12,2017,47,35.6,12.4,0,30.2375,8.88,0,1
1,1,2018,30.5,44.1,22.5,0,30.1805,10.68,0,1
2,1,2018,31.5,46.2,13.8,0,30.314,5.72,0,1
3,1,2018,23,51.6,13.8,0,30.2115,11.68,0,1
4,1,2018,27,50.8,15.6,0,30.13,6.23,0,0
5,1,2018,29.5,51.3,20.5,0,30.056,4.92,0,0
6,1,2018,47.5,50.7,27.3,0,29.858,4.5,0,0
7,1,2018,47.5,46.2,28.8,0,29.8665,5.19,0,0
8,1,2018,24,56,28.8,0,29.8455,10.15,0,1
9,1,2018,42,53.9,36.6,0,29.552,10.37,3.5,1
10,1,2018,60.5,56,27.3,0.03,29.4755,6.56,6,0
11,1,2018,43.5,31.6,21.8,0,29.945,9.64,9.9,1
12,1,2018,53,41.9,21.8,0,30.109,4.32,10.6,1
13,1,2018,43.5,35.6,26.3,0,30.236,4.98,7.7,1
14,1,2018,37.5,50.1,23.5,0,30.178,11.79,7.1,1
15,1,2018,70.5,50.1,-1.2,0.01,30.4515,8.5,2.5,1
16,1,2018,44.5,39.1,-5.6,0.01,30.592,7.16,1,0
17,1,2018,29,49.2,19.9,0,30.276,7.06,4.8,1
18,1,2018,17.5,55.1,11.6,0,29.9685,9.45,10.4,1
19,1,2018,18.5,56.7,39.9,0,29.654,9.83,6.2,1
20,1,2018,58,50.7,23.5,0,29.6675,6.47,3.4,0
21,1,2018,72.5,23.5,16.1,0,29.918,7.78,4.3,0
22,1,2018,38.5,31,17.3,0.02,30.1795,6.08,11.5,1
23,1,2018,39.5,31.3,18.8,0,30.2815,6.11,7.9,0
24,1,2018,25.5,42.3,26.9,0,30.166,10.41,12,1
25,1,2018,30.5,52.2,32.4,0,29.761,6.65,7.1,0
26,1,2018,49.5,33.2,18.6,0,29.9525,7.47,6.9,1
27,1,2018,30,36,21,0,30.2765,6.75,12.4,1
28,1,2018,36.5,44.8,27.6,0,30.316,8.48,11.5,1
29,1,2018,34,50.8,33.2,0,30.233,9.08,8.1,1
30,1,2018,18.5,55.1,39.1,0,29.8435,8.75,11.8,1
31,1,2018,52.5,48.2,18.9,0,29.7765,7.97,13.4,1
2,2,2018,55.5,41.6,30.3,0.02,29.992,4.85,10.9,1
3,2,2018,53,46.1,33.5,0,29.7175,8.12,11.9,0
4,2,2018,47,46.7,34.4,0,29.741,9.86,14.7,0
5,2,2018,56.5,42.1,21.1,0.04,29.7575,11.05,8.1,0
6,2,2018,53.5,41.1,20.8,0,30.0025,7.6,6.1,0
7,2,2018,37.5,46,28.2,0,30.1385,7.9,11.6,0
8,2,2018,36,50.5,35.5,0,29.9885,7.9,10.1,1
9,2,2018,49,50.5,10.7,0,29.759,10.3,11.6,0
10,2,2018,60,28.2,4.8,0.02,30.027,11.6,2.8,0
11,2,2018,47.5,34.3,4.3,0.01,30.1155,7.9,6.6,0
12,2,2018,68,31,12.8,0,30.1105,6.7,1.8,1
13,2,2018,63.5,41.8,18.3,0.09,30.157,6.5,7.3,0
14,2,2018,50.5,45.4,33.1,0,29.8685,7.3,11.6,1
15,2,2018,58,37.6,13.8,0,29.969,11.2,6.2,0
16,2,2018,50,38.2,10.5,0,30.105,11.7,13.7,0
17,2,2018,27,44.2,25.3,0,29.811,10.4,14.2,1
18,2,2018,50.5,49.8,19.7,0,29.403,10.3,14.4,0
19,2,2018,70,19.7,-2.2,0,29.7335,5.6,4.4,1
20,2,2018,53,21.8,-9.3,0.11,30.2905,6.3,3.4,1
21,2,2018,47.5,28.2,-4.1,0.04,30.4315,11,2.3,0
22,2,2018,54,34.9,-1.4,0,30.1725,6.3,3.3,0
23,2,2018,59.5,28.1,6.9,0.01,30.1405,9.3,2.1,1
24,2,2018,57,20.3,6.5,0,29.982,10.1,12.7,1
25,2,2018,39,26.9,12.6,0,30.111,8.4,10.9,1
26,2,2018,30.5,40.9,16.9,0,30.0075,6.4,9.1,1
27,2,2018,36.5,43.9,14.4,0,29.8825,8.6,6.4,0
28,2,2018,49.5,40.3,18.6,0,29.911,7.7,4.6,0
23,3,2018,55,51.4,34.7,-0.32,21.567,10.4,12.9,1
24,3,2018,44.5,55.1,25.1,0,26.8275,11.2,3.1,0
25,3,2018,52,52.2,32.9,0,26.6265,8,4.9,0
26,3,2018,57,45.5,25.3,0.01,26.8695,11.4,3.9,1
27,3,2018,53.5,41.2,15.9,0.19,27.03,7.2,1.6,0
28,3,2018,53,38.9,24.5,0.01,26.919,4.1,6.2,0
29,3,2018,63.5,40.6,17.2,0.08,27.0225,5.3,4.3,0
30,3,2018,55,52.6,22.2,0,26.94,6.2,9,1
31,3,2018,54,55.6,24.8,0,26.933,9.7,7.5,1
1,4,2018,52.5,57.8,25.6,0.02,29.658,11.5,6.7,1
2,4,2018,33.5,62.1,43.5,0,29.209,6.4,13.2,1
3,4,2018,33,43.5,18.6,0,29.708,5.9,9.3,1
4,4,2018,23.5,48.8,27,0,29.902,8,13.9,1
5,4,2018,40.5,57,39.6,0,29.737,10.5,8.7,0
6,4,2018,74,39.8,17.2,0,29.9015,9.7,3.4,0
7,4,2018,66,51.3,18.3,0.17,29.747,5.9,3.8,1
8,4,2018,56.5,47.6,34.3,0.07,29.5875,7,10.3,1
9,4,2018,52,49.6,28.8,0.02,30.015,4,4.6,1
10,4,2018,28.5,63.2,34.7,0,29.9545,7.4,8.8,1
11,4,2018,20.5,65.6,50.1,0,29.588,9.9,11.3,0
12,4,2018,42,63.9,31.9,0,29.273,7.8,10.7,0
13,4,2018,41,35.5,26,0,29.662,11.6,9.8,1
14,4,2018,38.5,48.9,26.1,0,30.0475,11.4,7.6,1
15,4,2018,46.5,57.3,24.1,0,29.9775,9.2,3.3,0
16,4,2018,41.5,65.6,27.9,0,29.652,7,6.4,0
17,4,2018,45,53.5,26.6,0,29.5605,11.8,10.8,0
18,4,2018,28,48.9,25.7,0,30.067,7.5,6.3,0
19,4,2018,42,54.5,16.9,0,30.0155,11.1,1.8,1
20,4,2018,67.5,41.9,28.1,0.03,29.8475,4,2.6,0
21,4,2018,87,36.2,26.7,0.25,30.0825,11.3,1.4,1
22,4,2018,60,58.9,27.5,0,30.0135,10.9,2.8,1
23,4,2018,56.5,64,28.5,0.03,29.885,5.2,4.5,1
24,4,2018,88.5,38.5,27.5,0.15,30.1825,9.6,3,1
25,4,2018,49,65.2,17.2,0.04,30.138,11.5,1.7,1
26,4,2018,48.5,53.5,29.5,0,29.931,9.4,3.8,0
27,4,2018,48,63.2,22.2,0,30.003,7.7,1.7,0
28,4,2018,46,67.9,26.6,0,29.7235,7.9,2.7,1
29,4,2018,33.5,67.8,46.5,0,29.414,4.7,7.8,0
30,4,2018,43.5,64.5,31.5,0,29.4265,9.2,5.2,1
1,5,2018,53,56.6,37.8,0,29.5925,7.2,3,0
2,5,2018,85,40.8,32.8,0.31,29.7765,6.6,1.8,0
3,5,2018,80,45.8,32.2,0.87,29.9855,7.9,1.3,1
4,5,2018,59,61.6,25.6,0,30.167,11,3,1
5,5,2018,48,64.5,32.2,0,30.0015,11.7,2.9,0
6,5,2018,50.5,67.6,33.4,0,30.0035,9.1,1.5,1
7,5,2018,46,73.2,34.9,0,29.8745,7.7,3.6,0
8,5,2018,44.5,70.3,33.5,0,29.7945,7.7,4.4,1
9,5,2018,45,72.8,30.3,0,29.769,9.5,4.1,1
10,5,2018,45.5,74.7,34.1,0,29.5595,10.2,5,0
11,5,2018,63,65.5,41.1,0.04,29.429,9.8,3,0
12,5,2018,78,58.7,45.7,0.16,29.6265,4.1,2.6,1
13,5,2018,78.5,56.9,42.8,0.02,29.727,6,3,0
14,5,2018,69.5,58.4,38.6,0,29.838,5.3,2.3,0
15,5,2018,57,64.8,31.2,0.01,29.876,10.8,1.7,0
16,5,2018,51,73,35.2,0,29.7515,8.2,2.3,1
17,5,2018,41.5,74.7,34.9,0,29.5375,8.4,3.2,1
18,5,2018,61,64.8,39.8,0.15,29.626,5.8,2.9,1
19,5,2018,86,45.2,38.5,0.08,29.883,6.2,2.3,0
20,5,2018,75,53.8,36.2,0.06,29.9745,7.4,2.1,1
21,5,2018,54,71.1,32.5,0.01,29.7815,7.5,2.7,0
22,5,2018,59.5,69.3,36.8,0.2,29.6585,6.4,2.2,1
23,5,2018,59.5,66.3,35.8,0.04,29.744,11.8,2.2,0
24,5,2018,50,75.1,35.2,0,29.804,5.4,3.9,1
25,5,2018,45,79.2,36.8,0,29.723,7.1,2.3,1
26,5,2018,38.5,79.6,40.8,0,29.482,5.6,3.1,1
27,5,2018,41,73.5,47,0,29.5025,10.5,4.3,0
28,5,2018,71,60.5,40.6,0.08,29.713,11.7,2.6,0
29,5,2018,62.5,63.4,39.6,0,29.671,5.9,3.9,1
30,5,2018,54.5,70.8,34.9,0,29.6385,8.3,2.2,1
31,5,2018,42.5,76.3,44.2,0,29.4805,8.8,3.8,1
1,6,2018,38,73.5,41.2,0,29.547,6.7,8.3,0
2,6,2018,32,68.9,43.9,0,29.8585,5.1,4.7,0
3,6,2018,49.5,73.3,34,0,29.851,4.5,3.3,0
4,6,2018,31.5,81.6,46.8,0,29.64,7.9,4.1,1
5,6,2018,35,85.5,40.5,0,29.576,6.4,2.3,1
6,6,2018,36,81.6,41.8,0,29.5505,9.2,2.7,1
7,6,2018,45,84.3,43.5,0,29.559,5.2,3.1,1
8,6,2018,27.5,83.8,39.9,0,29.6365,5.1,3.2,1
9,6,2018,28,71.1,48.9,0,29.5155,5.4,2.1,0
10,6,2018,26,81.6,44.5,0,29.3075,10.7,7.8,0
11,6,2018,22,78.1,52.5,0,29.474,6.4,8.4,0
12,6,2018,43.5,76.1,36.8,0,29.7085,4.3,2.5,0
13,6,2018,45,84.1,41.2,0,29.6535,10.4,2.9,0
14,6,2018,27,83.6,54.7,0,29.4125,9.1,7.3,0
15,6,2018,31.5,84.1,52.5,0,29.347,11.5,5.6,0
16,6,2018,54.5,80.1,49.9,0.08,29.3465,10.6,2.3,0
17,6,2018,82.5,60.4,51,0.46,29.537,9.7,2.4,1
18,6,2018,71.5,70.1,49.9,0.02,29.6675,6.1,1.9,0
19,6,2018,72.5,68.3,47.7,0,29.681,4.7,3.8,1
20,6,2018,61,68.6,42.2,0,29.8255,11.2,2.2,1
21,6,2018,54.5,77.7,41.9,0,29.7475,10.9,2.8,1
22,6,2018,43,77.4,51.6,0,29.5455,10.8,4.9,1
23,6,2018,44.5,79.2,38.5,0,29.544,9,3.4,1
24,6,2018,73.5,60.4,43.2,0.17,29.7165,10.8,2.6,0
25,6,2018,54,78.5,37.8,0,29.748,7.6,2.4,0
26,6,2018,41.5,89.7,39.9,0,29.578,8.9,3.8,1
27,6,2018,29,89.9,47,0,29.572,4.4,3.3,0
28,6,2018,33.5,90.5,45.5,0,29.435,4.6,5,0
29,6,2018,19,84.5,55.9,0,29.325,8.5,6.6,0
30,6,2018,53.5,66.9,43.8,0.02,29.6355,9.5,3.1,1
1,7,2018,47,81.4,35.5,0,29.7885,10.7,3.8,0
2,7,2018,36,85.1,39.5,0,29.637,6.3,3.7,1
3,7,2018,34.5,86.3,44.9,0,29.5695,4.3,4.4,1
4,7,2018,43.5,84.5,48.2,0,29.7705,4.3,3.3,0
5,7,2018,58.5,74,46.8,0,30.045,10,2.5,0
6,7,2018,52.5,83,42.8,0,30.0085,10.9,2,1
7,7,2018,45,85.5,46.7,0.05,29.807,10.5,1.8,1
8,7,2018,49,88.6,47.7,0.18,29.782,4,3.5,1
9,7,2018,54.5,82.6,49.5,0,29.875,7.7,2.6,0
10,7,2018,45.5,87.6,46.1,0,29.7125,10.2,2.6,1
11,7,2018,46.5,85.9,46.4,0,29.6345,10.9,3.6,1
12,7,2018,58,75.4,49.5,0.14,29.7485,6.8,1.6,0
13,7,2018,60,78.1,43.9,0.01,29.8535,9.2,2,0
14,7,2018,55.5,84.9,46.2,0,29.722,11.4,2.3,1
15,7,2018,74,63.2,50.4,0.19,29.813,5.6,2,0
16,7,2018,58,80.7,43.6,0.02,29.8515,9.2,2.4,1
17,7,2018,61.5,78.3,47.4,0.03,29.8225,6.1,2.2,1
18,7,2018,51.5,88.8,46.8,0,29.6835,5.7,3.5,0
24,7,2018,43.5,85.8,56.2,0.04,29.728,8.1,2.7,1
25,7,2018,55,78.5,49.6,0.19,29.856,8.8,2.8,1
26,7,2018,69,70.9,46.7,0.08,29.8545,4.6,2.5,1
27,7,2018,56,79.6,50.5,0,29.7735,11.3,3,1
28,7,2018,58,77.4,46.2,0.03,29.803,5.2,2.5,1
29,7,2018,53,82.2,43.3,0.01,29.8335,9.4,4.1,1
30,7,2018,59,70.6,43.2,0,29.951,9.3,2.3,1
31,7,2018,53.5,76.8,37.3,0,29.916,10.7,2.4,0
1,8,2018,50,77.9,43.3,0,29.826,10.1,2.1,0
2,8,2018,53,84.5,43.3,0,29.7115,9.8,1.9,0
3,8,2018,53.5,76,56.6,0.05,29.622,8.2,5.1,1
4,8,2018,33.5,81.4,57.8,0.01,29.6175,4.7,5.7,0
5,8,2018,52.5,79.4,53.2,0.02,29.66,6.6,3.7,0
6,8,2018,63,74.2,46.7,0,29.7995,10.5,2.6,1
7,8,2018,56,76.7,43.6,0,29.812,6.1,2.1,1
8,8,2018,60.5,75.8,43.1,0.03,29.8225,7.5,2.2,0
9,8,2018,55.5,79.4,43.2,0.01,29.883,4.8,1.9,1
10,8,2018,49.5,79.6,43.2,0,29.864,5.1,2.4,0
11,8,2018,45,82.2,41.6,0,29.8205,11.9,2.2,0
12,8,2018,43.5,83.2,41.5,0,29.717,8.8,2.6,0
13,8,2018,45.5,79.4,40.3,0,29.6785,6.7,2.8,1
14,8,2018,62.5,74,43.1,0.07,29.764,4.7,2.4,0
15,8,2018,51,86.7,44.6,0,29.7125,8.1,3.1,0
16,8,2018,51,79.8,42.3,0,29.804,10.9,2.6,1
17,8,2018,48.5,82.4,44.9,0,29.8545,11.3,2.2,0
18,8,2018,57,73.7,46.7,0.1,29.816,7.3,4,0
19,8,2018,65.5,65.2,41.1,0.01,29.902,7.4,2.7,0
20,8,2018,59,72.1,33.4,0,29.978,10.2,1.9,1
21,8,2018,63,70.3,45.2,0.09,29.9375,6.8,2.5,1
22,8,2018,66,69.6,45.2,0.01,29.872,8,2.6,0
23,8,2018,46.5,74.7,49.5,0.01,29.661,6.4,7.6,1
24,8,2018,27,84.5,53.5,0,29.581,6.6,4.3,1
25,8,2018,42,84,45.8,0.01,29.662,8.4,3.5,0
26,8,2018,44.5,79,53.2,0,29.47,10.6,7,1
27,8,2018,36,76.7,53.1,0,29.4095,10.2,6.7,0
28,8,2018,57,67.3,41.9,0,29.691,10.8,3.3,0
29,8,2018,51.5,81.8,35.9,0,29.8415,9.6,3.4,1
30,8,2018,34.5,82.2,38,0,29.7575,8.7,3.6,1
31,8,2018,38,78.1,39.9,0,29.664,8.7,2.8,0
1,9,2018,38,77.7,46.5,0,29.6145,7.6,3.3,0
2,9,2018,43.5,77.6,37.5,0,29.766,4.3,2.3,1
3,9,2018,43.5,73.2,42.3,0,29.7845,5.1,1.4,1
4,9,2018,52,74.9,41.1,0.21,29.8355,6.8,2,0
5,9,2018,68.5,65.6,47,0,29.9845,8,2.3,0
6,9,2018,66.5,68.1,40.2,0.44,30.088,8,1.7,1
7,9,2018,63.5,70.1,34.4,0.01,30.0865,4.6,1.9,1
8,9,2018,55.5,75.8,37.9,0,29.8045,4.5,2.5,1
9,9,2018,37.5,77.2,46.4,0,29.6565,10.7,3.3,1
10,9,2018,39,87.2,36.6,0,29.7335,7,1.9,0
13,9,2018,14,83.2,56.5,0,29.504,11.4,7.4,0
14,9,2018,20,81.6,49.2,0,29.6265,6.5,5.2,1
15,9,2018,31.5,81.8,40.9,0,29.704,10.8,2.6,1
16,9,2018,33.5,83.8,43.5,0,29.659,6.5,4,0
17,9,2018,33,82.4,48.2,0,29.635,8.2,2.9,1
18,9,2018,43,83.6,41.5,0,29.6495,9.9,3.7,0
19,9,2018,44.5,79.6,45.2,0.01,29.5285,11.7,4.1,1
20,9,2018,45.5,72.7,47,0,29.632,6.2,4.9,1
21,9,2018,59.5,68.4,31,0,29.971,9.4,2.3,0
22,9,2018,44,77,31.8,0,29.9065,8.9,3.7,0
23,9,2018,30,75.8,36.8,0,29.7115,8.2,3.6,0
24,9,2018,44.5,68.1,44.6,0.01,29.5545,9.9,6.8,0
25,9,2018,44,59.2,35.6,0,29.888,11.8,4.5,0
26,9,2018,46.5,69.1,26.1,0,29.9935,8.5,2.2,1
27,9,2018,25,73.5,42.5,0,29.6905,5.8,5.3,1
28,9,2018,62,47.6,30.9,0,29.9175,11,2.3,0
29,9,2018,48.5,78.3,33.4,0,29.732,10.4,4.9,0
30,9,2018,43.5,75.8,39.6,0,29.64,7.3,4.9,1
1,10,2018,49,70.9,40.1,0,29.6765,9.5,3.8,0
2,10,2018,49,67.3,50.1,0,29.551,4.5,7.2,1
3,10,2018,47.5,72.3,44.3,0,29.6235,6.6,8.3,0
4,10,2018,55,59.2,37.9,0.04,29.7085,4.7,7.5,0
5,10,2018,59.5,62,35.9,0.01,29.677,4.1,7.8,0
6,10,2018,78.5,46,33.5,0.09,29.8435,6.2,1.6,0
7,10,2018,75.5,50.7,35.3,0.02,29.702,10,2.3,0
8,10,2018,89,36,30.3,0.06,29.829,10,2.1,0
9,10,2018,84,36.2,28.4,0.01,29.8765,8.1,1.8,0
10,10,2018,89,30,24.1,0.06,29.9845,10.7,1.7,1
11,10,2018,70.5,49.1,21.6,0.25,29.948,7.8,1.8,0
12,10,2018,53.5,55.7,33.4,0,29.773,4.5,8.5,0
13,10,2018,54.5,56.3,25,0.02,29.6185,8.9,8.3,1
14,10,2018,83.5,25,7.4,0.16,30.049,5.4,1.5,0
15,10,2018,61.5,42.1,0,0.11,30.6055,8.8,1.1,0
16,10,2018,63,49.8,15.7,0,30.437,6.4,1,0
17,10,2018,65.5,50.5,21.1,0.01,30.391,10,1.1,1
18,10,2018,53.5,62.1,23.2,0.01,30.1265,8.8,2.2,1
19,10,2018,48.5,60.1,29.1,0,30.118,7.3,2.2,0
20,10,2018,54,61.5,23.5,0,30.2965,4.5,1.2,0
21,10,2018,51,67.1,26.1,0,29.939,10.2,5,1
22,10,2018,54,66.1,29.4,0,30.018,8.1,1.5,1
23,10,2018,52.5,62.4,31.9,0,29.935,6.4,1.7,0
24,10,2018,52,57.3,35.9,0,29.8285,9.7,2.7,1
25,10,2018,39.5,61.8,35,0,29.8075,9.5,4.5,0
26,10,2018,33.5,58.7,42.6,0,29.869,7,9.7,0
27,10,2018,51,64.5,38.3,0,29.7925,5.2,10.3,0
28,10,2018,54.5,67.3,30.9,0,29.8515,4.9,5.3,1
29,10,2018,36,66.8,40.3,0.01,29.5665,7.3,8.5,1
30,10,2018,76,40.3,27.8,0.13,29.872,4.9,1.9,1
31,10,2018,57,40.2,22.9,0.26,30.0275,9.8,2.1,1
1,11,2018,48.5,43.6,30.7,0,29.892,7.9,7.1,0
2,11,2018,55.5,51,34,0.02,29.683,5.3,9.8,1
3,11,2018,55.5,46.8,29.5,0,29.784,7.1,4.5,1
4,11,2018,58,41.3,29.1,0,29.736,6,8.3,1
5,11,2018,53.5,40.9,27,0,29.6885,6.7,7.4,1
6,11,2018,49.5,38,22.4,0,29.971,4.5,6.2,0
7,11,2018,51,38.3,16.5,0,30.11,6,3.5,0
10,11,2018,46.5,45.4,24.1,0,30.0515,4.6,8.3,1
11,11,2018,80.5,24.1,11.9,0,30.2505,8.3,2.8,0
12,11,2018,54.5,26.9,6.3,0.07,30.6145,10,2.3,0
15,11,2018,38,53.1,27.9,0.01,30.1565,9.3,6.7,1
16,11,2018,43.5,54.5,27.9,0,29.7965,7.7,6.3,1
17,11,2018,82,30.6,7.9,0.01,30.1525,8.5,2.7,0
18,11,2018,50,39.9,-5.6,0.1,30.279,9.2,7,0
19,11,2018,45,43.9,15.6,0,30.1065,6.8,5.4,0
20,11,2018,48,50.8,14.3,0,30.126,8.4,3.6,0
21,11,2018,42.5,52.6,17.8,0,30.152,10.4,3.7,1
22,11,2018,42.5,49.8,31.5,0,29.728,6.5,7.4,1
23,11,2018,48,39.5,30.7,0,29.6065,9.1,16.4,0
24,11,2018,65,38,22.5,0.01,29.648,6.8,7.8,1
25,11,2018,40,31.9,13.8,0.01,30.127,11,6,0
26,11,2018,29,43.8,24.4,0,30.058,4.8,11.1,1
27,11,2018,30,45.7,34.7,0,29.7595,8.3,10.2,1
28,11,2018,44.5,44.5,35,0,29.5635,11,13.3,1
1,12,2018,38.5,34.1,21.6,0.03,29.5705,9.7,12.3,0
2,12,2018,56,30.6,7,0,29.9195,5.4,2.4,1
3,12,2018,72,26.3,1.3,0.08,30.278,10,0.7,1
4,12,2018,47.5,26.4,1.5,0,30.309,11.1,13.1,1
10,12,2018,26,51.6,25.7,0,29.936,8.1,5.7,0
11,12,2018,18,45.2,35,0,29.8315,11.1,12.4,1
12,12,2018,34,39.3,30.9,0,29.6255,6.5,12.6,0
13,12,2018,30,41.5,25.4,0,30.0235,7.6,5.3,0
14,12,2018,31.5,52,24.8,0,30.0765,5.5,3.5,1
15,12,2018,21.5,50.1,38.3,0,29.9095,6.3,10,1
16,12,2018,33.5,56.7,17.3,0,30.116,6.8,3.6,1
17,12,2018,41.5,53.6,12.9,0,30.035,5.8,6.4,0
18,12,2018,39.5,42.8,35,0,29.7495,4.2,11.9,0
19,12,2018,62,38.8,26.9,0.04,29.9095,9.8,7.9,0
20,12,2018,43,41.5,18,0,30.164,5.5,7.6,0
21,12,2018,34.5,44.8,34.9,0,29.836,11.5,18.8,1
22,12,2018,53.5,35.8,21,0,29.9165,11.3,8.2,0
23,12,2018,27.5,40.8,22.7,0,30.056,8.8,11,0
24,12,2018,47,40.1,23.5,0,29.86,9.7,4.9,1
25,12,2018,51.5,41.1,13.3,0,29.9555,4.3,0.7,1
26,12,2018,61,42.8,10.2,0,29.782,6.9,2.1,0
27,12,2018,75.5,21.6,9.2,0.01,29.86,5.5,1.9,1
28,12,2018,68.5,16.5,4.7,0,30.21,5.9,1.4,0
29,12,2018,46.5,32.4,-5,0,30.129,10.9,8.9,1
30,12,2018,47,39.6,17.5,0,29.6315,4.7,8.8,1
31,12,2018,59,22.9,-6.3,0,30.0225,9.5,2,1
1,1,2019,63,20.2,-11,0,30.401,6.4,0.2,1
2,1,2019,48.5,41.3,-5.9,0.01,30.3145,7.5,0.4,0
3,1,2019,49.5,54.2,5.8,0,29.9915,5.9,3.3,0
4,1,2019,25,55.1,34.6,0,29.778,6.3,10,1
5,1,2019,30,54.5,32.4,0,29.736,10.5,6.4,1
6,1,2019,57.5,43.2,27.6,0,29.523,10,5.9,0
7,1,2019,57.5,35.2,25.6,0,29.7945,4.8,11.5,0
8,1,2019,45,49.4,17,0,30.168,7.5,10.1,1
12,1,2019,53.5,43.8,12.9,0.03,30.2075,4.4,1.5,1
13,1,2019,52,37.8,2.4,0,30.3925,7.4,0.5,0
14,1,2019,45,43.6,-1.4,0,30.42,10.8,0.5,1
15,1,2019,49,46.1,7,0,30.0485,5.4,6.7,1
16,1,2019,55,40.6,24.5,0,29.8805,4.7,4.2,1
17,1,2019,41.5,45.8,32.2,0,29.7025,5.8,12.3,1
18,1,2019,61.5,37.5,25.4,0.01,29.833,4.8,5.2,1
19,1,2019,42.5,38.9,24.1,0,30.107,9,13.6,1
20,1,2019,39.5,47.6,35.3,0,29.79,4.6,10.8,1
21,1,2019,51,47.7,19.2,0,29.42,8.7,8.6,0
22,1,2019,50,28.8,16.1,0.04,29.911,6.7,7.7,0
23,1,2019,37,29,16.5,0,30.018,9.3,14.4,0
24,1,2019,57.5,28.2,12.4,0.03,30.138,10.1,4.2,0
25,1,2019,47.5,33.2,18,0,30.079,9.9,8.6,0
26,1,2019,39.5,37.9,21.9,0,30.1145,8.7,10.6,1
27,1,2019,45,44.2,29.1,0,29.7845,8.6,15.9,1
28,1,2019,53,31.8,9.5,0,30.0105,6.2,4.6,1
29,1,2019,27,35.6,15.7,0,30.0115,9.4,7.7,1
30,1,2019,17,41.8,20.5,0,29.783,10.9,15,1
31,1,2019,21.5,44.6,30.3,0,29.8015,11.2,11.1,0
1,2,2019,29.5,54.1,25.8,0,29.823,9.4,5,1
2,2,2019,30.5,47.7,36.6,0,29.631,4.5,10.9,0
3,2,2019,34,50.2,34.3,0,29.339,5,9.5,1
4,2,2019,46,46.2,32.5,0,29.511,10.1,7.4,0
5,2,2019,44.5,42.6,26.9,0,29.4195,4,7.4,0
6,2,2019,70.5,27.5,-3.5,0,29.75,6.3,3.5,0
7,2,2019,51.5,15.1,-10,0,30.2585,7.6,8.9,1
8,2,2019,19.5,37.3,12.9,0,30.1615,6,6,0
9,2,2019,38,46.4,10,0,29.927,6.3,2,1
10,2,2019,43,39.9,13.5,0,29.753,8.7,6.8,1
11,2,2019,41,33.8,13.6,0,29.76,11.7,10.1,1
12,2,2019,28.5,39.2,19.5,0,29.981,7.4,11.7,0
13,2,2019,41,47.4,31.2,0,29.589,9,19.4,0
14,2,2019,62.5,43.9,21.8,0,29.535,7.4,9.6,1
15,2,2019,58.5,43.3,19.5,0,29.4745,8.5,11.5,0
16,2,2019,59.5,32.5,15.1,0.06,29.537,6.1,7,1
17,2,2019,49.5,31.3,8.6,0,29.944,8.2,6.3,1
18,2,2019,64.5,17.3,1.8,0.01,30.2125,11,2.9,1
19,2,2019,62,20.8,-2.8,0,29.969,6.8,1.9,1
20,2,2019,39,22.7,7.4,0,29.7595,6,11.9,1
21,2,2019,54,29.8,-2.2,0,29.949,5.8,2,1
22,2,2019,70.5,30.7,3.2,0.03,29.87,5.5,1.1,0
23,2,2019,54.5,31.3,15.7,0.01,29.959,11.8,9.2,0
24,2,2019,38,36.8,18.4,0,30.0265,11.5,14.2,1
25,2,2019,32,43.8,29.8,0,29.768,6.1,14.1,0
26,2,2019,28,51.3,35.6,0,29.6995,7.5,14.2,1
27,2,2019,39,51.1,34,0,29.7485,10.7,10.4,1
28,2,2019,43,38.5,38.2,0,29.627,11.4,16.8,1
